汉阴华夏国际影城,汉阴县城南新区文化广场B区二楼,0915-8218658,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43405&n_s=new
汉阴横店电影城,汉阴县北城街路东尚明珠六层,0915-5218588,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=55350&n_s=new
岚皋文化影城,岚皋县城关镇大桥南路龙安佳苑文化影城,0915-2851888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=56140&n_s=new
旬阳美莎国际影城,旬阳县振旬路中驰大厦南方百货5楼,0915-8282888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=35414&n_s=new
紫阳佰纳影城,紫阳县城关镇紫府路西段（家发停车场桥沟路一层）,0915-4428123,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44309&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
安庆比高电影城（华茂店）,大观区纺织南路80号新地城四楼（家乐福楼上）,0556-5290606,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=15042&n_s=new
横店电影城（安庆店）,大观区市府路1号汇峰广场6楼,0556-5983000,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=24053&n_s=new
SFC上影百联影城（安庆IMAX店）,大观区德宽路277号（安庆百联购物中心第5F层G61-5F-1-012）,0556-5550085,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=47829&n_s=new
大地影院（安庆八佰伴店）,大观区集贤南路与碟子塘巷西南角八佰伴商场地上（6-9）层,0556-5501828,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38299&n_s=new
安庆长江3D影城,大观区集贤路156号,0556-5333877,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=6014&n_s=new
中影皖宜影院（怀宁皖影影城）,怀宁县稼先路77号安宁商都A-2幢2/3层,0556-5156789,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=5510&n_s=new
幸福蓝海时代影城,怀宁县德辰时代广场四楼,0556-4977555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=58875&n_s=new
时代国际影城（安庆宜秀区店）,开发区南铭商业城苏果超市4楼,0556-5522655,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38661&n_s=new
潜山县舒台影城,潜山县舒台路23号,0556-5715666,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=29644&n_s=new
潜山县星光影城,潜山县梅城镇皖潜大道612号星光影城,0556-3522999,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=47989&n_s=new
宿松浙商3D电影院,宿松县宿松县人民西路430号,0556-8898889,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44185&n_s=new
宿松东方时代国际影城,宿松县孚玉东路大润发四楼,0556-7087888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=42878&n_s=new
太湖花亭湖影城,太湖县龙山路与建设路交叉口西北角（图书馆隔壁）,"0556-4518899,4528899",https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43527&n_s=new
桐城中业国际影城,桐城市和平路73号中业广场6楼,0556-5622266,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10241&n_s=new
横店电影城（桐城店）,桐城市经济开发区龙池路梧桐国际广场4楼,0556-6737999,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=40907&n_s=new
望江时代影城,望江县回龙西路70号,18325669188,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44848&n_s=new
安徽省安庆市恒大影城,迎江区皖江大道与独秀大道交叉口往南100米,0556-5059888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=30948&n_s=new
安庆人民剧院,迎江区人民路559号,0556-5573465,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44184&n_s=new
星轶IMAX影城（安庆吾悦广场旗舰店）,迎江区龙眠山路与皖江大道交汇处吾悦广场4楼,0556-5933888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38265&n_s=new
中影皖宜影院（安庆宜影影城）,迎江区人民路地下步行街L区,0556-5961666,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=21917&n_s=new
安庆比高电影城（七街店）,宜秀区祥和路安庆七街1号楼3层,0556-5550590,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=55628&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
海城市新东方国际影城,海城市新东方首府商业中心3楼（新东方售楼处对面）,0412-3744444,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=57543&n_s=new
中影数字国际影城（同胜广场店）,海城市海州管理区同胜时代广场B-6号楼,0412-3569888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=58922&n_s=new
万和国际影城,海城市永安路2号 万和城6楼电影院,0412-3385858,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=23538&n_s=new
海城天和环球影城,海城市响堂管理区荒岭委嘉和湾景汇,0412-3116888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=52760&n_s=new
中影超达影城（龙水金帝店）,海城市居然之家龙水金帝店4楼,0412-3128777,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=57823&n_s=new
金太狼影院鞍山店,立山区双山路70号,0412-7302555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=52540&n_s=new
鞍山恒大嘉凯影城,市区鞍千路750号恒大名都影城3层、4层,0412-6304888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38748&n_s=new
台安华谊影城,台安县辽宁省鞍山市台安县百丰达华谊影城,0412-4999155,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43728&n_s=new
中影超达影城（台安店）,台安县金山都市汇四楼,0412-4868886,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=45214&n_s=new
中影国际影城鞍山铁东新华店,铁东区站前景子街2号楼,0412-2580488,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=19329&n_s=new
鞍山中数联谊影城,铁东区南二道街58号天河商厦7楼,0412-2292855,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36085&n_s=new
鞍山供销影城,铁东区千华街12号供销广场2层,0412-5061234,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=34775&n_s=new
鞍山大地影院（鞍山新华银河影城）,铁东区中华南路268号（站前老一中南墙外）,0412-5598000,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=9948&n_s=new
中影国际影城鞍山铁东新玛特店,铁东区胜利南路42号大商新玛特5楼,0412-8999123,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=5886&n_s=new
苏宁鞍山影院,铁西区人民路81号,0412-7135999,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36840&n_s=new
佳兆业国际影城鞍山店,铁西区人民路106号佳兆业广场8层,0412-7136222,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10139&n_s=new
中影国际影城鞍山铁西人民路店,铁西区人民路49号,0412-8510101,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=17309&n_s=new
岫岩星际影城,岫岩满族自治县锦丝路东侧，岫玉大街南侧,0412-7677111,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=45829&n_s=new
岫岩华钠影城,岫岩满族自治县会展中心西南门二楼,0412-7788833,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43225&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
星空激光影城(平坝店),平坝县安平办事处高新区水岸新天地,0851-34664666,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44468&n_s=new
环球影城（平坝店）,平坝县平安大酒店6楼,0851-34690000,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=53883&n_s=new
东风时代影城（平坝店）,平坝县中山南路东风大厦1号楼5楼,0851-34619778,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44029&n_s=new
安顺骅一影院,普定县中心大道星博国际广场D区4楼,0851-838679666,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=42673&n_s=new
普定星空影城,普定县中心大道凯旋城内3号,0851-38623333,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=37192&n_s=new
安顺大地影院,西秀区中华东路中环商业广场A号楼4楼,0851-38100066,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=16948&n_s=new
上影英明影城,西秀区黄果树大街万绿城国际广场购物中心4楼,0851-33852777,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=58774&n_s=new
安顺市聚光星影院,西秀区中工财富广场3楼（原西街乐购城3楼）,0851-33600799,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38136&n_s=new
安顺文化中心电影院,西秀区龙青路（电力城内）安顺文化中心,0851-33681678,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=28860&n_s=new
镇宁星空（翡翠国际）影城,镇宁布依族苗族自治县红星大道翡翠国际4号楼,15718530629,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=30930&n_s=new
芒果长浩影城,镇宁布依族苗族自治县民族文化广场银河酒店4楼,0851-36717036,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=41363&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
安阳中环国际影城,安阳县水冶镇辅岩路大宇新天地4楼,0372-5785888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=57751&n_s=new
安阳恒大嘉凯影城,北关区人民大道与光明路交汇处向西200米恒大影城,0372-5361515,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38241&n_s=new
安阳比高影城（万意店）,北关区彰德路246号万意广场三楼B区,0372-3691215,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=59178&n_s=new
安阳工人文化宫数字3D影城,北关区解放大道30号,0372-5115678,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=5487&n_s=new
安阳奥斯卡榕森影城（北关店）,北关区红旗路86号嘉茂购物广场4楼,0372-5595555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=6046&n_s=new
中影滑县银河国际影城,滑县新区黄河路与白马路交叉口中影滑县银河国际影城,0372-8165555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=58488&n_s=new
林州好莱坞国际影城,林州市人民广场京新购物中心四楼好莱坞影城,0372-5559668,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36705&n_s=new
林州奥斯卡开元影城,林州市长安路新开元四楼,0372-6185888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10341&n_s=new
林州嘉和影城,林州市太行路与鲁班大道交会处义乌商贸城四楼,0372-5582360,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=26647&n_s=new
林州横店电影城,林州市向阳街与太行路东南角太阳国际城市广场4F,0372-5587008,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=55864&n_s=new
奥斯卡激光巨幕影城（中州路熙城都会店）,龙安区文峰大道与中州路交叉口向南100米路西熙城都会3号楼3楼,0372-5319088,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=59054&n_s=new
汤阴奥斯卡华星国际影城,汤阴县实验中学南50米路东青少年活动中心三楼,0372-6258999,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10336&n_s=new
汤阴奥斯卡香江国际影城,汤阴县精忠路与中华路交口东行200米香江城市广场,0372-3629188,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36095&n_s=new
安阳万达广场店,文峰区中华路25号万达广场娱乐楼四楼,0372-3981888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=26691&n_s=new
安阳横店电影城安阳店,文峰区中华路义乌商贸城写字楼4楼,0372-3723191,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=16901&n_s=new
安阳横店电影城华强店,新城区开发区平原路与弦歌大道交叉口华强新天地集中商业3楼横店电影城,0372-3772008,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=37060&n_s=new
安阳奥斯卡榕森影城（殷都店）,殷都区文峰路与钢二路交叉口东北角,0372-3735555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10199&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
白城金字塔影城,洮北区海明东路123号,0436-3571666,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33336&n_s=new
白城吉影喜都电影院,洮北区新华西大路大润发超市四楼喜都影院,0436-3682888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33817&n_s=new
洮南吉影喜都国际影城,洮南市团结西路120号（住邦万晟广场3楼）,0436-5862333,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=34379&n_s=new
通榆县鹤乡国际影城,通榆县墨宝园西向海休闲广场三楼,0436-4586888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43489&n_s=new
吉视影城镇赉店,镇赉县永安西路南南湖街西欧亚购物中心5楼,0436-5877899,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33292&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
德保时代华纳影城,德保县国际商业中心6栋3楼,0776-3806305,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=35370&n_s=new
靖西幸福国际影城,靖西县幸福大道幸福广场综合楼三楼,0776-6222777,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=42776&n_s=new
汉鼎宇佑影城凌云店,凌云县泗城镇迎晖路128号2-3楼,0776-2613668,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43165&n_s=new
隆林天幕广电影城,隆林各族自治县新州镇民生街236号广电大厦4-5楼,0776-8223399,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36726&n_s=new
广西平果世纪星光影城,平果县马头镇平中路中环商业广场3楼,0776-2634686,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33221&n_s=new
万冠国际影城,平果县马头镇教育路万冠新天地三期,0776-5821168,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=37574&n_s=new
田州古城影城,田阳县田州古城紫荆广场B4-1号,0776-3183808,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36633&n_s=new
西林星空国际影城,西林县滨江财富广场2号楼5楼,0776-8661888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=34497&n_s=new
星星国际影城百色森林公园店,右江区中山二路森林中心城1楼,0776-8880020,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=45376&n_s=new
百色金米民族影城,右江区江滨三路沙滩公园,0776-8808888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=34982&n_s=new
百色大地影院百色恒基店,右江区新兴路18号恒基广场二楼,0776-2873652,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=5019&n_s=new
中影国际影城百色恒宁广场店,右江区城东大道恒宁城市广场1#4楼,0776-8803113,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=49070&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
长白山万达广场店,抚松县松江河镇万达旅游小镇南区娱乐楼K楼,0439—6987999-814,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=14977&n_s=new
抚松京都电影城,抚松县抚松镇抚松大街247号新天地购物中心五层,0439-6700170,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=49137&n_s=new
吉影抚松影城,抚松县抚松镇北山街268号,0439-6654888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43234&n_s=new
松江河喜都影城,抚松县松江河镇松江河大街56号（松江河火车站斜对面格林豪泰旁）,0439-5075333,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=35734&n_s=new
白山大地影院白山合兴店,浑江区浑江大街147号合兴购物中心7楼,0439-6922345,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=6207&n_s=new
大地影院江源欧亚购物中心店,江源区江源街道欧亚购物中心4楼,0439-6960111,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38733&n_s=new
完美世界影城银座店（原17.5影城）,市区浑江区浑江大街168-2号,0439-6911175,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10343&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
白银横店电影城,白银区公园路372号 义乌商贸城10楼（电梯直达）,0943-8660800,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=40999&n_s=new
白银新视界影城,白银区红星路285号,0943-6970111,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=28764&n_s=new
大地影院白银观澜店,白银区北京路76号金域观澜商业街四楼,0943-8625699,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=30748&n_s=new
会宁新视界汇福影城,会宁县南关十字会师南路汇福商城4楼,0943-3290188,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33734&n_s=new
景泰现代影城,景泰县一条山镇振兴路体育场内,0943-5935561,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=26643&n_s=new
景泰三和国际影城,景泰县三和国际购物中心5楼,0943-5937808,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=49804&n_s=new
靖远时代华纳国际城影城,靖远县北城区国际城南侧华纳影院,0943-6136255,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33772&n_s=new
靖远靖宏影视城,靖远县新华书店三楼,0943-6121426,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43663&n_s=new
白银新视界尚文坊影城,平川区尚文坊文化街E区15号,0943-6676499,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=19013&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
王实甫大剧院,定兴县兴华路与繁星街交叉口（朝阳饭店对面）,0312-6867777,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44097&n_s=new
定兴县大钟寺国际影城,定兴县大钟寺购物广场5楼,18903229917,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43694&n_s=new
河北省定州崇文国际影城,定州定州塔对面崇文街广场大屏幕西侧北行100米,0312-2336888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33426&n_s=new
定州市超越电影院,定州定州大世界购物中心7楼,0312-2100333,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38371&n_s=new
定州市百易电影院,定州中山路大世界综合体7层,0312-2105777,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38438&n_s=new
新天地国际影城,定州商业街新天地商场4楼,0312-2562555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38188&n_s=new
高碑店嘉林彤美影城,高碑店市世纪大街悦百汇商场四楼,0312-6400218,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36244&n_s=new
米瑞酷影城,高碑店市迎宾路宜家旺超市地下一层,0312-6401866,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=35886&n_s=new
嘉莱星浩国际影城（国际商贸城店）,高碑店市白沟镇津保路与富民路交叉口（国际商贸城二期5层）,0312-5677171,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=41726&n_s=new
金棕榈钻石影城,高阳县三利大街中段华百超市二楼金棕榈钻石影城,0312-6668800,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=38101&n_s=new
华隶影城-童梦店,竞秀区S332北二环童梦世界,0312-2022125,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=52495&n_s=new
万达影城（万博广场店）,竞秀区朝阳北大街99号万博广场北区5层,0312-6095888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=14736&n_s=new
保定金棕榈先天下国际影城,竞秀区天鹅中路北国先天下6层,0312-5883456,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10235&n_s=new
保定时代金球影城,竞秀区东风西路345号,0312-6783728,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=13884&n_s=new
橙天国际影城涞水店,涞水县府前街西延南侧汇金城四楼,0312-4534910,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=49142&n_s=new
涞水影剧院,涞水县府前街139号,18632286939,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44540&n_s=new
涞源县金棕榈影城,涞源县广平大街东侧东购商城8层,15097727577,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=46847&n_s=new
华隶影城-华创店,莲池区裕华西路华创国际广场东区三、四层（原河北影剧院旧址）,0312-2022123,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=10133&n_s=new
保定市四通影城,莲池区莲池区四通商场四层,0312-5061599,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=35038&n_s=new
保定天悦影城（东贸店）,莲池区东风中路556号东贸广场三层,0312-3919033,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=57888&n_s=new
保定天映影城,莲池区五四路与永华北大街 交叉口 那约.文华广场 三、四层,0312-5027465,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=5923&n_s=new
保定金熊国际影城银座店,莲池区裕华西路577号银座商城四层,0312-6781966,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=57315&n_s=new
保定万象影城,满城区隆基泰和广场冠兴商厦四楼,0312-5577166,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33608&n_s=new
保定聚点影城（满城惠友店）,满城区玉川路与桃园街交叉口西南角,0312-7134966,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=56986&n_s=new
河北省保定市满城县嘉和影院,满城区玉川西路21号,13663399853,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=37218&n_s=new
保定清苑百视影院,清苑区清苑路清苑剧场,0312-8116565,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43438&n_s=new
曲阳县凯嘉影院,曲阳县恒州镇南环路面(曲阳县凯嘉百合商贸有限公司五楼,0312-5346818,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44098&n_s=new
曲阳金熊国际影城,曲阳县恒山东路北国商城五层,0312-5521555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=46049&n_s=new
曲阳汇博影院,曲阳县恒山西路97号,暂无-暂无,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=44541&n_s=new
顺平县飞悦影城,顺平县方通购物广场南门,0312-7615889,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=40900&n_s=new
唐县新视觉影城,唐县向阳南街8号唐县商场五层,0312-6415353,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43437&n_s=new
唐县天戈影城,唐县尧东路天戈时代广场五层,0312-5646111,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=41200&n_s=new
望都锦秀影城,望都县文化广场东侧,0312-7778886,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=36767&n_s=new
保定耀莱成龙国际影城（望都店）,望都县庆都西路8号易购广场四楼,0312-7773330,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=42879&n_s=new
雄县幕维国际影城,雄县将台路北段东侧天奕商厦5层幕维国际影城,0312-5815790,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=53028&n_s=new
雄县温泉湖国际影城,雄县铃铛阁大街181号,0312-5569878,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43182&n_s=new
徐水县文广影剧院,徐水区城内北大街1号,0312-5859008,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43180&n_s=new
新时代国际影城,易县开元北大街百货大楼四楼,0312-8888807,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43185&n_s=new
涿州中影星美影城,涿州市范阳西路129号莲荷购物广场六层,0312-6673881,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=34061&n_s=new
橙天国际影城涿州店,涿州市范阳中路君临天下商业楼5层,0312-6670315,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=52501&n_s=new
涿州新范阳影城水岸花城店,涿州市城西北街252号汇金综合楼3#,0312-6671266,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33815&n_s=new
新范阳影城,涿州市范阳西路118号汇金广场5楼,0312-6671266,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=24025&n_s=new
涿州金棕榈钻石国际影城,涿州市范阳路惠友钻石广场五层,0312-3850555,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=31394&n_s=new
电影院名称,电影院地址,电影院电话,电影院链接
美莎国际影城陈仓店,陈仓区虢镇西大街8号,0917-6668881,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=43021&n_s=new
千渭星空国际影城,陈仓区千渭街道千渭时代广场D区星都汇商场3楼,0917-3689888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=57855&n_s=new
凤翔华夏星光影城,凤翔县城关镇东大街时代广场5楼,0917-7758111,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=52552&n_s=new
中影时代国际影城（凤翔店）,凤翔县城关镇西区（京城物流园内）,0917-7680300,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=41371&n_s=new
华夏兄弟国际影城,扶风县新区北一路鼎盛西府大厦2楼,0917-5230000,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=33360&n_s=new
宝鸡奥斯卡新里城国际影城,金台区东风路5号新里城购物中心5楼,0917-3385566,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=52491&n_s=new
首映国际影城（宝鸡泰森店）,金台区大庆路103号泰森生活广场三层,0917-3319888,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=54925&n_s=new
UME影城（宝鸡行政中心店）,金台区虢十路3号盛世广场购物中心第13号商业楼第三层,0917-3335655,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=56402&n_s=new
宝鸡金逸三迪影城,金台区陈仓大道8号三迪商业广场6楼,0917-3331333,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=34325&n_s=new
大地影院宝鸡银泰城店,金台区金台大道66号,0917-3332567,https://dianying.taobao.com/cinemaDetail.htm?cinemaId=45858&n_s=new
